url,category,confidence,reason
https://news.mdc.edu/wp-content/uploads/2016/02/Indian-immigrant-living-American-dream-shooting-for-stars-in-Air-Force-Reserve.pdf,News & Press,1.00,host:news
https://news.mdc.edu/wp-content/uploads/2016/02/MDC-Medical-Campus-unveils-new-sculpt..pdf,News & Press,1.00,host:news
https://news.mdc.edu/wp-content/uploads/2016/02/Educator-Madeline-Pumariega-will-lead-Miami-Dade-College-1.pdf,News & Press,1.00,host:news
https://news.mdc.edu/wp-content/uploads/2016/02/MDC_selects_Madeline_Pumariega_as_president-_-Miami_Herald-1.pdf,News & Press,1.00,host:news
https://news.mdc.edu/wp-content/uploads/2016/02/MDC_receives_2.3M_partners_with_FDOE_to_boost_workforce-education-_-Miamis-Community-News.pdf,News & Press,1.00,host:news
https://news.mdc.edu/wp-content/uploads/2016/02/MDCstudentcreatesanimatedfilm.pdf,News & Press,1.00,host:news
https://news.mdc.edu/wp-content/uploads/2016/02/MDC_FAU_announce_articulation_agreement.pdf,News & Press,1.00,host:news
https://news.mdc.edu/wp-content/uploads/2016/02/MDC_online_nursing_program.pdf,News & Press,1.00,host:news
https://news.mdc.edu/wp-content/uploads/2016/02/Miami-Dade-College-to-boost-Hispanic-student-success.pdf,News & Press,1.00,host:news
https://news.mdc.edu/wp-content/uploads/2016/02/MDC_EVPprovost-DrLenore-Rodicio-to-receive-Hispanic-Leadership-Award.pdf,News & Press,1.00,host:news
https://news.mdc.edu/wp-content/uploads/2016/02/In-South-Florida-Female-Infectious-Disease-Experts-Provide-Crucial-Leadership-During-Pandemic.pdf,News & Press,1.00,host:news
https://news.mdc.edu/wp-content/uploads/2016/02/Darren-Hertz-finds-his-place-with-the-Dayton-Flyers-_-Miami-Herald.pdf,News & Press,1.00,host:news
https://news.mdc.edu/wp-content/uploads/2016/02/Educators-partner-to-train-in-demand-auto-workers-Miami-Today.pdf,News & Press,1.00,host:news
https://news.mdc.edu/wp-content/uploads/2016/02/Miami-Book-Fair-in-Florida-will-be-virtual-in-2020-_-Miami-Herald.pdf,News & Press,1.00,host:news
https://news.mdc.edu/wp-content/uploads/2016/02/How-have-UM-FIU-and-MDC-fared-during-coronavirus-crisis_-_-Miami-Herald.pdf,News & Press,1.00,host:news
https://news.mdc.edu/wp-content/uploads/2016/02/Former-MDC-standout-Santiago-Espinal-makes-MLB-debut-with-Jays-_-Miami-Herald.pdf,News & Press,1.00,host:news
https://news.mdc.edu/wp-content/uploads/2016/02/FL-professors-tell-DeSantis-they-want-virtual-classes-in-fall-_-Miami-Herald.pdf,News & Press,1.00,host:news
https://news.mdc.edu/wp-content/uploads/2016/02/For-Many-Older-Workers-Layoffs-Mean-Learning-New-Job-Search-Skills.pdf,News & Press,1.00,host:news
https://news.mdc.edu/wp-content/uploads/2016/02/MH-Trump-backtracks-on-international-students-restrictions.pdf,News & Press,1.00,host:news
https://news.mdc.edu/wp-content/uploads/2016/02/Beach-High-Breakthrough-student-off-to-Harvard-on-free-ride.pdf,News & Press,1.00,host:news
